title,authors,editor
Commutative Scaling of Width and Depth in Deep Neural Networks,"[{'name': 'Souﬁane Hayou', 'affiliation': ['Simons Institute', 'UC Berkeley']}]", Daniel Roy
Compressed and distributed least-squares regression  convergence rates with applications to federated learning,"[{'name': 'Constantin Philippenko', 'affiliation': ['´Ecole polytechnique, Institut Polytechnique de Paris, CMAP']}, {'name': 'Aymeric Dieuleveut', 'affiliation': ['aymeric.dieuleveut@polytechnique.edu', '´Ecole polytechnique, Institut Polytechnique de Paris, CMAP']}]", Lorenzo Rosasco
Concentration and Moment Inequalities for General Functions of Independent Random Variables with Heavy Tails,"[{'name': 'Shaojie Li', 'affiliation': ['Gaoling School of Artiﬁcial Intelligence, Renmin University of China, Beijing, China', 'Beijing Key Laboratory of Big Data Management and Analysis Methods, Beijing, China']}, {'name': 'Yong Liu', 'affiliation': ['Gaoling School of Artiﬁcial Intelligence, Renmin University of China, Beijing, China', 'Beijing Key Laboratory of Big Data Management and Analysis Methods, Beijing, China']}]", Benjamin Guedj
Conformal Inference for Online Prediction with Arbitrary Distribution Shifts,"[{'name': 'Isaac Gibbs', 'affiliation': ['Department of Statistics', 'Stanford University', 'Stanford, CA 94305, USA']}, {'name': 'Emmanuel Cand`es', 'affiliation': ['Departments of Statistics and Mathematics', 'Stanford University', 'Stanford, CA 94305, USA']}]", Boaz Nadler
Consistent Multiclass Algorithms for Complex Metrics and Constraints,"[{'name': 'Harikrishna Narasimhan', 'affiliation': ['Google Research, Mountain View, USA']}, {'name': 'Harish G. Ramaswamy', 'affiliation': ['Indian Institute of Technology Madras, Chennai, India']}, {'name': 'Shiv Kumar Tavker', 'affiliation': ['Amazon Inc., Bengaluru, India']}, {'name': 'Drona Khurana', 'affiliation': ['University of Colorado Boulder, USA']}, {'name': 'Praneeth Netrapalli', 'affiliation': ['Google Research India, Bengaluru, India']}, {'name': 'Shivani Agarwal', 'affiliation': ['University of Pennsylvania, Philadelphia, USA']}]", Gabor Lugosi
Contamination-source based K-sample clustering,"[{'name': 'Xavier Milhaud', 'affiliation': ['Aix Marseille Univ, CNRS, Centrale Marseille, I2M', '13288 Marseille cedex 9, France']}, {'name': 'Denys Pommeret', 'affiliation': ['Aix Marseille Univ, CNRS, Centrale Marseille, I2M', '13288 Marseille cedex 9, France']}, {'name': 'Yahia Salhi', 'affiliation': ['Universit´e Claude Bernard Lyon 1, UCBL, ISFA LSAF EA2429', 'F-69007 Lyon, France']}, {'name': 'Pierre Vandekerkhove', 'affiliation': ['Universit´e Gustave Eiﬀel, LAMA (UMR 8050)', '77420 Champs-sur-Marne, France']}]", Lorenzo Rosasco
Contextual Bandits with Packing and Covering Constraints  A Modular Lagrangian Approach via Regression,"[{'name': 'Aleksandrs Slivkins', 'affiliation': ['Microsoft Research NYC']}, {'name': 'Xingyu Zhou', 'affiliation': ['Wayne State University, Detroit']}, {'name': 'Karthik Abinav Sankararaman', 'affiliation': ['Meta']}, {'name': 'Dylan J. Foster', 'affiliation': ['Microsoft Research NYC']}]", Kevin Jamieson
Continuous Prediction with Experts' Advice,"[{'name': 'Nicholas J. A. Harvey', 'affiliation': ['University of British Columbia', 'Vancouver, BC, Canada']}, {'name': 'Christopher Liaw', 'affiliation': ['Google', 'Mountain View, CA, USA']}, {'name': 'Victor S. Portella', 'affiliation': ['University of British Columbia', 'Vancouver, BC, Canada']}]", Ambuj Tewari
Convergence for nonconvex ADMM  with applications to CT imaging,"[{'name': 'Rina Foygel Barber', 'affiliation': ['Department of Statistics', 'University of Chicago', 'Chicago, IL 60637, USA']}, {'name': 'Emil Y. Sidky', 'affiliation': ['Department of Radiology', 'University of Chicago', 'Chicago, IL 60637, USA']}]", Genevera Allen
Convergence of Message-Passing Graph Neural Networks with Generic Aggregation on Large Random Graphs,"[{'name': 'Matthieu Cordonnier', 'affiliation': ['GIPSA-lab, Université Grenoble Alpes, Grenoble']}, {'name': 'Nicolas Keriven', 'affiliation': ['CNRS, IRISA, Rennes']}, {'name': 'Nicolas Tremblay', 'affiliation': ['CNRS, GIPSA-lab, Grenoble']}, {'name': 'Samuel Vaiter', 'affiliation': ['CNRS, LJAD, Nice']}]", Joan Bruna
Correction to  Wasserstein distance estimates for the distributions of numerical approximations to ergodic stochastic differential equations,"[{'name': 'Daniel Paulin', 'affiliation': ['School of Mathematics', 'University of Edinburgh, United Kingdom']}, {'name': 'Peter A. Whalley', 'affiliation': ['Seminar for Statistics', 'ETH Z¨urich, Z¨urich, Switzerland']}]", Jianfeng Lu
Countering the Communication Bottleneck in Federated Learning  A Highly Efficient Zero-Order Optimization Technique,"[{'name': 'Elissa Mhanna', 'affiliation': ['Laboratoire des Signaux & Syst`emes (L2S)', 'Universit´e Paris-Saclay, CNRS, CentraleSup´elec', '3 rue Joliot Curie', '91190 Gif-sur-Yvette, France']}, {'name': 'Mohamad Assaad', 'affiliation': ['Laboratoire des Signaux & Syst`emes (L2S)', 'Universit´e Paris-Saclay, CNRS, CentraleSup´elec', '3 rue Joliot Curie', '91190 Gif-sur-Yvette, France']}]", Peter Richt´arik
Data Summarization via Bilevel Optimization,"[{'name': 'Zalán Borsos', 'affiliation': ['Department of Computer Science', 'ETH Zurich']}, {'name': 'Mojmír Mutný', 'affiliation': ['Department of Computer Science', 'ETH Zurich']}, {'name': 'Marco Tagliasacchi', 'affiliation': ['Google Research']}, {'name': 'Andreas Krause', 'affiliation': ['Department of Computer Science', 'ETH Zurich']}]", Moritz Hardt
Data Thinning for Convolution-Closed Distributions,"[{'name': 'Anna Neufeld', 'affiliation': ['Public Health Sciences Division', 'Fred Hutchinson Cancer Center', 'Seattle, WA 98109, USA']}, {'name': 'Ameer Dharamshi', 'affiliation': ['Department of Biostatistics', 'University of Washington', 'Seattle, WA 98195, USA']}, {'name': 'Lucy L. Gao', 'affiliation': ['Department of Statistics', 'University of British Columbia', 'Vancouver, British Columbia V6T 1Z4, Canada']}, {'name': 'Daniela Witten', 'affiliation': ['Departments of Statistics and Biostatistics', 'University of Washington', 'Seattle, WA 98195, USA']}]", Jie Peng
Data-Efficient Policy Evaluation Through Behavior Policy Search,"[{'name': 'Josiah P. Hanna', 'affiliation': ['Computer Sciences Department', 'University of Wisconsin – Madison', 'Madison, WI, USA']}, {'name': 'Yash Chandak, Philip S. Thomas', 'affiliation': ['College of Information and Computer Sciences', 'University of Massachusetts', 'Amherst, MA, USA']}, {'name': 'Martha White', 'affiliation': ['Department of Computing Science', 'University of Alberta and the Alberta Machine Intelligence Institute (Amii)', 'Edmonton, Alberta, CA']}, {'name': 'Peter Stone', 'affiliation': ['Department of Computer Science', 'The University of Texas at Austin and Sony AI', 'Austin, TX, USA']}, {'name': 'Scott Niekum', 'affiliation': ['College of Information and Computer Sciences', 'University of Massachusetts', 'Amherst, MA, USA']}]", Pradeep Ravikumar
Data-driven Automated Negative Control Estimation (DANCE)  Search for  Validation of  and Causal Inference with Negative Controls,"[{'name': 'Erich Kummerfeld', 'affiliation': ['Institute for Health Informatics', 'University of Minnesota', 'Minneapolis, MN 55455, USA']}, {'name': 'Jaewon Lim', 'affiliation': ['Department of Biostatistics', 'University of Washington', 'Seattle, WA 98105, USA']}, {'name': 'Xu Shi', 'affiliation': ['shixu@umich.edu', 'Department of Biostatistics', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}]", Joris Mooij
Decentralized Natural Policy Gradient with Variance Reduction for Collaborative Multi-Agent Reinforcement Learning,"[{'name': 'Jinchi Chen', 'affiliation': ['School of Data Science', 'Fudan University', 'Shanghai, China', 'School of Mathematics', 'East China University of Science and Technology', 'Shanghai, China']}, {'name': 'Jie Feng', 'affiliation': ['School of Data Science', 'Fudan University', 'Shanghai, China']}, {'name': 'Weiguo Gao', 'affiliation': ['School of Mathematical Sciences and School of Data Science', 'Fudan University', 'Shanghai, China']}, {'name': 'Ke Wei', 'affiliation': ['School of Data Science', 'Fudan University', 'Shanghai, China']}]", Csaba Szepesvari
Decomposed Linear Dynamical Systems (dLDS) for  learning the latent components of neural dynamics,"[{'name': 'Noga Mudrik', 'affiliation': ['Department of Biomedical Engineering', 'Center for Imaging Science', 'Kavli NDI', 'Johns Hopkins University', 'Baltimore, MD 21218.']}, {'name': 'Yenho Chen', 'affiliation': ['Department of Biomedical Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332.']}, {'name': 'Eva Yezerets', 'affiliation': ['Department of Biomedical Engineering', 'Center for Imaging Science', 'Johns Hopkins University', 'Baltimore, MD 21218.']}, {'name': 'Christopher J. Rozell', 'affiliation': ['School of Electrical and Computer Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332.']}, {'name': 'Adam S. Charles', 'affiliation': ['Department of Biomedical Engineering', 'Center for Imaging Science', 'Mathematical Institute for Data Science', 'Kavli NDI', 'Johns Hopkins University', 'Baltimore, MD 21218.']}]", Christian Shelton
Decorrelated Variable Importance,"[{'name': 'Isabella Verdinelli', 'affiliation': ['Department of Statistics', 'Carnegie Mellon University', '5000 Forbes Ave.', 'Pittsburgh, PA 15213, USA']}, {'name': 'Larry Wasserman', 'affiliation': ['Department of Statistics', 'Carnegie Mellon University', '5000 Forbes Ave.', 'Pittsburgh, PA 15213, USA']}]", Eric Laber
Deep Backward and Galerkin Methods for the Finite State Master Equation,"[{'name': 'Asaf Cohen', 'affiliation': ['Department of Mathematics', 'University of Michigan', 'Ann Arbor, MI 48104, USA']}, {'name': 'Mathieu Lauri`ere', 'affiliation': ['Shanghai Frontiers Science Center of Artiﬁcial Intelligence and Deep Learning', 'NYU-ECNU Institute of Mathematical Sciences', 'New York University Shanghai', 'Shanghai, 200000, China']}, {'name': 'Ethan Zell', 'affiliation': ['Department of Mathematics', 'University of Michigan', 'Ann Arbor, MI 48104, USA']}]", Maxim Raginsky
Deep Network Approximation  Beyond ReLU to Diverse Activation Functions,"[{'name': 'Shijun Zhang', 'affiliation': ['Department of Mathematics', 'Duke University']}, {'name': 'Jianfeng Lu', 'affiliation': ['Department of Mathematics', 'Duke University']}, {'name': 'Hongkai Zhao', 'affiliation': ['Department of Mathematics', 'Duke University']}]", Joan Bruna
Deep Neural Network Approximation of Invariant Functions through Dynamical Systems,"[{'name': 'Qianxiao Li', 'affiliation': ['Department of Mathematics', 'Institute for Functional Intelligent Materials', 'National University of Singapore', '10 Lower Kent Ridge Road, Singapore, 119076']}, {'name': 'Ting Lin', 'affiliation': ['School of Mathematical Sciences', 'Peking University', '5 Yiheyuan Road, Beijing, China, 100871']}, {'name': 'Zuowei Shen', 'affiliation': ['Department of Mathematics', 'National University of Singapore', '10 Lower Kent Ridge Road, Singapore, 119076']}]", Joan Bruna
Deep Nonparametric Quantile Regression under Covariate Shift,"[{'name': 'Xingdong Feng', 'affiliation': ['School of Statistics and Data Science &', 'Institute of Data Science and Statistics', 'Shanghai University of Finance and Economics', 'Shanghai, China']}, {'name': 'Xin He', 'affiliation': ['School of Statistics and Data Science', 'Shanghai University of Finance and Economics', 'Shanghai, China']}, {'name': 'Yuling Jiao', 'affiliation': ['School of Artificial Intelligence', 'Hubei Key Laboratory of Computational Science', 'Wuhan University', 'Wuhan, China']}, {'name': 'Lican Kang', 'affiliation': ['Institute for Math and AI', 'Wuhan University', 'Wuhan, China']}, {'name': 'Caixing Wang', 'affiliation': ['School of Statistics and Data Science', 'Shanghai University of Finance and Economics', 'Shanghai, China']}]", Xiaotong Shen
Depth Degeneracy in Neural Networks  Vanishing Angles in Fully Connected ReLU Networks on Initialization,"[{'name': 'Cameron Jakub', 'affiliation': ['Department of Mathematics & Statistics', 'University of Guelph']}, {'name': 'Mihai Nica', 'affiliation': ['Department of Mathematics & Statistics', 'University of Guelph']}]", Miguel Carreira-Perpinan
Desiderata for Representation Learning  A Causal Perspective,"[{'name': 'Yixin Wang', 'affiliation': ['Department of Statistics, University of Michigan, Ann Arbor, MI 48109, USA']}, {'name': 'Michael I. Jordan', 'affiliation': ['EECS and Statistics, University of California, Berkeley, CA 94720, USA', 'INRIA, 75013 Paris, France']}]", Silvia Chiappa
Differentially Private Data Release for Mixed-type Data via Latent Factor Models,"[{'name': 'Yanqing Zhang', 'affiliation': ['Yunnan Key Laboratory of Statistical Modeling and Data Analysis', 'Yunnan University', 'Southwest United Graduate School', 'Kunming 650500, China']}, {'name': 'Qi Xu', 'affiliation': ['Department of Statistics', 'University of California, Irvine', 'Irvine, CA 92697, USA']}, {'name': 'Niansheng Tang', 'affiliation': ['Yunnan Key Laboratory of Statistical Modeling and Data Analysis', 'Yunnan University', 'Kunming 650500, China']}, {'name': 'Annie Qu', 'affiliation': ['Department of Statistics', 'University of California, Irvine', 'Irvine, CA 92697, USA']}]", Po-Ling Loh
Differentially Private Topological Data Analysis,"[{'name': 'Taegyu Kang', 'affiliation': ['Department of Statistics', 'Purdue University', 'West Lafayette, IN 47907, USA']}, {'name': 'Sehwan Kim', 'affiliation': ['Department of Population Medicine', 'Harvard Medical School/Harvard Pilgrim Health Care Institute', 'Boston, MA, 02215, USA']}, {'name': 'Jinwon Sohn', 'affiliation': ['Department of Statistics', 'Purdue University', 'West Lafayette, IN 47907, USA']}, {'name': 'Jordan Awan', 'affiliation': ['Department of Statistics', 'Purdue University', 'West Lafayette, IN 47907, USA']}]", Manuel Gomez-Rodriguez
Distributed Estimation on Semi-Supervised Generalized Linear Model,"[{'name': 'Jiyuan Tu', 'affiliation': ['School of Mathematics', 'Shanghai University of Finance and Economics, Shanghai, 200433, China']}, {'name': 'Weidong Liu', 'affiliation': ['School of Mathematical Sciences', 'MoE Key Lab of Artiﬁcial Intelligence', 'Shanghai Jiao Tong University, Shanghai, 200240, China']}, {'name': 'Xiaojun Mao', 'affiliation': ['School of Mathematical Sciences', 'Ministry of Education Key Laboratory of Scientiﬁc and Engineering Computing', 'Shanghai Jiao Tong University, Shanghai, 200240, China']}]", Sanmi Koyejo
Distributed Gaussian Mean Estimation under Communication Constraints  Optimal Rates and Communication-Efficient Algorithms,"[{'name': 'T. Tony Cai', 'affiliation': ['Department of Statistics and Data Science', 'The Wharton School', 'University of Pennsylvania', 'Philadelphia, PA 19104, USA']}, {'name': 'Hongji Wei', 'affiliation': ['Department of Statistics and Data Science', 'The Wharton School', 'University of Pennsylvania', 'Philadelphia, PA 19104, USA']}]", Andrea Montanari
Distributed Kernel-Driven Data Clustering,"[{'name': 'Ioannis Schizas', 'affiliation': ['US Army Combat Capabilities Development Command', 'Army Research Lab', 'Aberdeen Proving Ground, MD 21005, USA']}]", Dan Alistarh
Distribution Learning via Neural Differential Equations  A Nonparametric Statistical Perspective,"[{'name': 'Youssef Marzouk', 'affiliation': ['Institute for Data, Systems, and Society', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139, USA']}, {'name': 'Zhi Ren', 'affiliation': ['Department of Mathematics', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139, USA']}, {'name': 'Sven Wang', 'affiliation': ['Institute for Data, Systems, and Society', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139, USA']}, {'name': 'Jakob Zech', 'affiliation': ['Interdisciplinary Center for Scientiﬁc Computing', 'Heidelberg University', 'Heidelberg 69120, Germany']}]", Qiang Liu
Distributionally Robust Model-Based Offline Reinforcement Learning with Near-Optimal Sample Complexity,"[{'name': 'Laixi Shi', 'affiliation': ['Computing Mathematical Sciences', 'California Institute of Technology', 'Pasadena, CA, 91125, USA']}, {'name': 'Yuejie Chi', 'affiliation': ['Department of Electrical and Computer Engineering', 'Carnegie Mellon University', 'Pittsburgh, PA, 15213, USA']}]", Shipra Agrawal
